,area_fips,own_code,industry_code,year,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
54,01055,3,1026,2020,4,62,626780,0,0,194,10109,,4.29,0.82,0.36,0.0,0.0,0.43,0.43,,0,0.0,21,51.2,151003,31.7,0,0.0,0,0.0,-29,-13.0,-1495,-12.9
55,01055,5,1026,2020,201,3363,54924385,29769917,232024,314,16334,,1.13,1.14,1.12,1.11,1.0,0.98,0.98,,-11,-5.2,-577,-14.6,-4944178,-8.3,-2681964,-8.3,-47179,-16.9,22,7.5,1140,7.5
56,01057,5,1026,2020,24,295,3595022,2245255,15551,234,12190,,0.82,0.82,0.69,0.9,0.56,0.84,0.84,,-1,-4.0,-6,-2.0,12383,0.3,59746,2.7,-5851,-27.3,5,2.2,284,2.4
57,01059,3,1026,2020,1,0,0,0,0,0,0,N,3.76,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
58,01059,5,1026,2020,53,650,9477919,5314380,45652,281,14591,,1.05,0.66,0.61,0.65,0.64,0.92,0.92,,-2,-3.6,-85,-11.6,64410,0.7,-337342,-6.0,-68,-0.1,35,14.2,1778,13.9
59,01061,5,1026,2020,35,365,5422716,2842400,28353,286,14853,,0.8,0.78,0.82,0.74,0.86,1.05,1.05,,0,0.0,-2,-0.5,354973,7.0,-35862,-1.2,-3162,-10.0,20,7.5,1026,7.4
60,01063,5,1026,2020,9,225,6334126,2334147,30857,543,28214,,0.64,1.33,2.56,2.02,2.52,1.92,1.92,,0,0.0,-19,-7.8,-82355,-1.3,5413,0.2,6501,26.7,37,7.3,1890,7.2
61,01065,5,1026,2020,17,154,2204014,1243585,13920,275,14320,,0.7,0.66,0.57,0.79,1.0,0.86,0.86,,1,6.2,-18,-10.5,114097,5.5,-180234,-12.7,-1347,-8.8,41,17.5,2152,17.7
62,01067,5,1026,2020,23,206,2955145,1654589,20964,276,14369,,0.76,0.63,0.47,0.62,0.99,0.74,0.74,,2,9.5,-10,-4.6,-79903,-2.6,-217498,-11.6,10,0.0,6,2.2,329,2.3
63,01069,5,1026,2020,309,5283,89345756,47241317,437274,325,16912,,1.19,1.22,1.1,1.3,1.43,0.9,0.91,,10,3.3,-632,-10.7,-4470453,-4.8,-3459047,-6.8,-59888,-12.0,20,6.6,1051,6.6
64,01071,3,1026,2020,1,0,0,0,0,0,0,N,2.21,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
65,01071,5,1026,2020,92,1113,17780345,9974436,78212,307,15980,,1.07,0.83,0.81,0.9,0.54,0.98,0.98,,1,1.1,-218,-16.4,-2232032,-11.2,-1420761,-12.5,-27976,-26.3,18,6.2,947,6.3
66,01073,2,1026,2020,1,0,0,0,0,0,0,N,0.58,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
67,01073,3,1026,2020,27,349,12496810,472325,3495,689,35833,,3.11,0.44,0.46,0.18,0.15,1.04,1.04,,0,0.0,-121,-25.7,-2446801,-16.4,-35943,-7.1,496,16.5,77,12.6,4027,12.7
68,01073,5,1026,2020,1828,29894,633505658,292268799,2817789,408,21192,,1.11,0.96,0.83,1.13,1.23,0.86,0.86,,1,0.1,-6905,-18.8,-119299282,-15.8,-43273697,-12.9,-515904,-15.5,15,3.8,735,3.6
69,01075,3,1026,2020,4,24,473930,0,0,373,19410,,32.08,3.08,2.53,0.0,0.0,0.81,0.81,,0,0.0,-1,-4.0,2994,0.6,0,0.0,0,0.0,10,2.8,510,2.7
70,01075,5,1026,2020,22,183,2479411,1461562,12466,260,13530,,0.93,0.6,0.47,0.6,0.52,0.79,0.79,,2,10.0,-2,-1.1,-124187,-4.8,128851,9.7,1810,17.0,-11,-4.1,-537,-3.8
71,01077,5,1026,2020,220,3923,64449357,32751499,262792,316,16430,,1.21,1.51,1.56,1.56,1.31,1.03,1.04,,4,1.9,-583,-12.9,-6652041,-9.4,-3621849,-10.0,-49358,-15.8,13,4.3,649,4.1
72,01079,2,1026,2020,1,0,0,0,0,0,0,N,23.42,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
73,01079,5,1026,2020,48,497,7723744,4338058,41635,299,15538,,1.18,1.11,1.08,1.34,1.39,0.98,0.98,,2,4.3,-74,-13.0,-70269,-0.9,-102317,-2.3,508,1.2,37,14.1,1892,13.9
74,01081,3,1026,2020,6,186,4946810,102770,607,511,26596,,3.97,1.38,1.47,0.26,0.17,1.07,1.07,,0,0.0,-62,-25.0,-600141,-10.8,7406,7.8,44,7.8,81,18.8,4214,18.8
75,01081,5,1026,2020,424,7603,129914911,66118818,743946,329,17087,,1.47,1.44,1.38,1.66,2.07,0.96,0.96,,-15,-3.4,-1500,-16.5,-27510052,-17.5,-9544672,-12.6,-171628,-18.7,-4,-1.2,-207,-1.2
76,01083,5,1026,2020,125,1862,32524964,16705227,125092,336,17472,,0.97,0.84,0.69,0.94,0.56,0.82,0.82,,3,2.5,-182,-8.9,-879901,-2.6,-658273,-3.8,2915,2.4,22,7.0,1128,6.9
77,01085,5,1026,2020,7,64,1224704,674084,22293,368,19136,,0.46,0.32,0.31,0.43,0.91,0.96,0.96,N,-1,-12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
78,01087,2,1026,2020,1,0,0,0,0,0,0,N,44.08,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
79,01087,5,1026,2020,19,422,8236086,3977279,63258,376,19532,,0.88,1.02,1.05,2.11,3.05,1.02,1.02,,2,11.8,-78,-15.6,-416250,-4.8,-180051,-4.3,1939,3.2,43,12.9,2227,12.9
80,01089,1,1026,2020,5,211,6068336,0,0,552,28715,,3.36,3.19,1.66,0.0,0.0,0.52,0.52,,0,0.0,-45,-17.6,-535794,-8.1,0,0.0,0,0.0,55,11.1,2876,11.1
81,01089,3,1026,2020,4,234,10888650,143274,845,897,46632,,0.88,0.49,0.59,0.1,0.06,1.21,1.21,,0,0.0,-81,-25.7,-951175,-8.0,-65634,-31.4,-387,-31.4,174,24.1,9025,24.0
82,01089,5,1026,2020,985,17157,314052447,156994436,1513301,352,18304,,1.13,0.92,0.61,1.04,1.13,0.66,0.67,,12,1.2,-3286,-16.1,-40485790,-11.4,-15375902,-8.9,-137513,-8.3,18,5.4,961,5.5
83,01091,5,1026,2020,44,474,7646607,4275158,44142,310,16118,,1.01,0.74,0.67,0.85,1.04,0.9,0.9,,3,7.3,-11,-2.3,173146,2.3,221335,5.5,5398,13.9,13,4.4,693,4.5
84,01093,3,1026,2020,1,0,0,0,0,0,0,N,3.6,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
85,01093,5,1026,2020,59,722,10895915,5941257,54085,290,15088,,1.12,0.77,0.76,0.77,0.6,0.98,0.98,,-5,-7.8,-73,-9.2,249461,2.3,-226560,-3.7,-14468,-21.1,32,12.4,1696,12.7
86,01095,3,1026,2020,15,129,2956784,0,0,441,22936,,15.85,1.47,1.49,0.0,0.0,1.01,1.01,,-1,-6.2,0,0.0,165796,5.9,0,0.0,0,0.0,25,6.0,1286,5.9
87,01095,5,1026,2020,221,3317,54104022,29641922,259136,314,16313,,1.23,0.97,0.97,0.97,1.1,1.0,1.0,,1,0.5,-384,-10.4,-1166116,-2.1,-1225026,-4.0,-20817,-7.4,27,9.4,1379,9.2
88,01097,1,1026,2020,1,1,23678,0,0,455,23678,,0.66,0.02,0.01,0.0,0.0,0.56,0.56,,0,0.0,-3,-75.0,7500,46.4,0,0.0,0,0.0,366,411.2,19056,412.3
89,01097,2,1026,2020,1,0,0,0,0,0,0,N,1.08,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
90,01097,3,1026,2020,4,29,1017080,173964,1922,669,34772,,0.86,0.08,0.09,0.14,0.14,1.19,1.19,,0,0.0,-5,-14.7,-30777,-2.9,-34786,-16.7,-556,-22.4,72,12.1,3724,12.0
91,01097,5,1026,2020,961,15338,273260179,136266944,1414023,343,17816,,1.09,1.01,0.86,1.06,1.01,0.85,0.85,,-5,-0.5,-2716,-15.0,-34590227,-11.2,-16550748,-10.8,-241581,-14.6,15,4.6,765,4.5
92,01099,5,1026,2020,29,397,6059927,3357042,40250,293,15248,,0.74,0.7,0.58,0.73,1.04,0.82,0.82,,0,0.0,-27,-6.4,163864,2.8,-35346,-1.0,2344,6.2,25,9.3,1331,9.6
93,01101,1,1026,2020,11,230,4713703,0,0,394,20509,,11.74,5.67,2.8,0.0,0.0,0.49,0.49,,0,0.0,-16,-6.5,-46370,-1.0,0,0.0,0,0.0,22,5.9,1172,6.1
94,01101,2,1026,2020,2,0,0,0,0,0,0,N,3.47,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
95,01101,3,1026,2020,46,738,23501843,4369740,32335,612,31835,,15.96,2.53,2.78,5.4,4.15,1.1,1.1,,3,7.0,-51,-6.5,-1556660,-6.2,-666977,-13.2,-25083,-43.7,1,0.2,58,0.2
96,01101,5,1026,2020,623,10137,188314720,92874871,994528,357,18577,,1.14,0.89,0.8,1.13,1.3,0.9,0.9,,12,2.0,-2122,-17.3,-28306889,-13.1,-11179053,-10.7,-195595,-16.4,17,5.0,906,5.1
97,01103,5,1026,2020,244,4136,71810713,37754057,303173,334,17363,,1.01,0.92,0.78,0.93,0.84,0.85,0.85,,-3,-1.2,-596,-12.6,-5951875,-7.7,-3721898,-9.0,-75129,-19.9,18,5.7,930,5.7
98,01105,5,1026,2020,15,123,1991944,973261,24595,311,16195,,1.11,0.7,0.81,0.85,1.76,1.16,1.17,,-2,-11.8,-93,-43.1,-1491926,-42.8,-831542,-46.1,-40793,-62.4,1,0.3,72,0.4
99,01107,5,1026,2020,18,143,2352792,1239271,11430,317,16463,,0.62,0.44,0.42,0.53,0.57,0.97,0.97,,0,0.0,-7,-4.7,-49899,-2.1,46303,3.9,1780,18.4,10,3.3,481,3.0
100,01109,5,1026,2020,85,1390,21777670,11727767,147907,301,15672,,1.37,1.05,0.94,1.11,1.3,0.89,0.89,,-1,-1.2,-243,-14.9,-1809515,-7.7,-1428382,-10.9,-57053,-27.8,23,8.3,1225,8.5
101,01111,5,1026,2020,25,356,5423389,3096747,24463,293,15241,,0.72,0.83,0.87,0.96,0.71,1.05,1.05,,-1,-3.8,-6,-1.7,379980,7.5,183868,6.3,2245,10.1,25,9.3,1290,9.2
102,01113,3,1026,2020,1,0,0,0,0,0,0,N,2.32,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
103,01113,5,1026,2020,107,1613,25341624,14713657,141987,302,15710,,1.3,1.29,1.22,1.47,1.63,0.94,0.95,,5,4.9,-72,-4.3,-472700,-1.8,-5054,0.0,-7792,-5.2,7,2.4,391,2.6
104,01115,5,1026,2020,153,2146,36590446,19285099,137293,328,17049,,1.14,1.24,1.23,1.3,1.13,0.99,0.99,,-3,-1.9,-302,-12.3,-1180417,-3.1,-733189,-3.7,-19911,-12.7,31,10.4,1617,10.5
105,01117,3,1026,2020,1,0,0,0,0,0,0,N,0.38,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
106,01117,5,1026,2020,472,7759,154986055,73268800,619619,384,19974,,0.93,1.04,0.88,1.04,0.98,0.84,0.84,,-18,-3.7,-1533,-16.5,-16826042,-9.8,-9177245,-11.1,-137085,-18.1,28,7.9,1483,8.0
107,01119,5,1026,2020,23,249,3211805,2073255,30653,248,12907,,1.06,0.94,0.73,1.23,1.52,0.78,0.78,,2,9.5,-44,-15.0,-428086,-11.8,-180726,-8.0,-6384,-17.2,9,3.8,495,4.0
108,01121,2,1026,2020,1,0,0,0,0,0,0,N,7.9,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
109,01121,3,1026,2020,6,91,3247004,0,0,684,35551,,9.47,1.34,1.75,0.0,0.0,1.31,1.3,,0,0.0,-10,-9.9,-6145,-0.2,0,0.0,0,0.0,66,10.7,3395,10.6
110,01121,5,1026,2020,149,2101,40002873,19214818,176339,366,19038,,1.24,0.79,0.77,0.81,0.76,0.98,0.98,,-1,-0.7,-376,-15.2,-4177459,-9.5,-1896514,-9.0,-19682,-10.0,23,6.7,1199,6.7
111,01123,5,1026,2020,86,1117,24807216,10118026,84616,427,22212,,1.16,0.98,1.4,0.99,0.79,1.42,1.43,,4,4.9,-136,-10.9,307661,1.3,-645000,-6.0,-3844,-4.3,51,13.6,2651,13.6
112,01125,2,1026,2020,1,0,0,0,0,0,0,N,2.4,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
113,01125,3,1026,2020,12,353,6255065,0,0,341,17724,,5.76,1.67,1.05,0.0,0.0,0.63,0.63,,0,0.0,-68,-16.2,-125009,-2.0,0,0.0,0,0.0,49,16.8,2551,16.8
114,01125,5,1026,2020,519,9305,162985155,83347696,905043,337,17516,,1.31,1.12,0.98,1.26,1.57,0.87,0.87,,2,0.4,-1938,-17.2,-22325650,-12.0,-10744911,-11.4,-218077,-19.4,20,6.3,1034,6.3
115,01127,5,1026,2020,114,1959,33069345,17146614,128033,325,16877,,0.96,1.23,1.25,1.28,1.17,1.02,1.02,,-3,-2.6,-227,-10.4,-1114371,-3.3,-1192669,-6.5,-30754,-19.4,24,8.0,1240,7.9
116,01129,5,1026,2020,10,0,0,0,0,0,0,N,0.44,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
117,01131,5,1026,2020,18,94,1513491,844980,9490,309,16087,,0.86,0.38,0.32,0.49,0.64,0.84,0.84,,1,5.9,-19,-16.8,-159041,-9.5,-80744,-8.7,-3575,-27.4,24,8.4,1253,8.4
118,01133,3,1026,2020,5,24,571254,0,0,456,23720,,22.91,1.27,1.33,0.0,0.0,1.04,1.04,,0,0.0,1,4.3,30825,5.7,0,0.0,0,0.0,9,2.0,476,2.0
119,01133,5,1026,2020,29,383,6194915,3364352,27837,311,16164,,0.7,0.52,0.52,0.48,0.37,0.99,0.99,,0,0.0,-3,-0.8,430805,7.5,32740,1.0,-521,-1.8,24,8.4,1221,8.2
120,01999,1,1026,2020,2,6,435600,0,0,1377,71605,,0.9,0.33,0.38,0.0,0.0,1.15,1.15,,0,0.0,1,20.0,99215,29.5,0,0.0,0,0.0,125,10.0,6498,10.0
